1274,24.3,40.0
3547,24.3,40.0
5820,24.3,40.0
1274,24.3,40.0
3547,24.3,40.0
5820,24.3,40.0
8093,24.3,40.0
10366,24.3,40.0
12639,24.3,40.0
14913,24.3,40.0
17186,24.3,40.0
19459,24.3,40.0
21732,24.3,40.0
24005,24.3,40.0
26278,24.3,40.0
28551,24.3,40.0
30824,24.3,40.0
33097,24.3,40.0
35371,24.3,40.0
37643,24.3,40.0
39916,24.3,40.0
42189,24.3,40.0
44462,24.3,40.0
46735,24.3,40.0
49008,24.3,40.0
51281,24.3,40.0
53554,24.3,40.0
55827,24.3,40.0
58100,24.3,40.0
60374,24.4,40.0
62646,24.4,40.0
64919,24.4,40.0
67192,24.4,41.0
69465,24.4,41.0
71738,24.4,41.0
74011,24.4,41.0
76284,24.4,41.0
78557,24.4,41.0
80830,24.4,41.0
83103,24.4,41.0
85377,24.4,41.0
87650,24.4,41.0
89923,24.4,41.0
92196,24.4,41.0
94469,24.4,41.0
96743,24.4,41.0
99016,24.4,41.0
101289,24.4,41.0
103562,24.4,41.0
105836,24.4,41.0
108109,24.4,41.0
110382,24.4,41.0
112655,24.4,41.0
114928,24.4,41.0
117201,24.4,41.0
119474,24.4,41.0
121747,24.4,41.0
124020,24.4,41.0
126294,24.4,41.0
128566,24.4,41.0
130839,24.4,41.0
133112,24.4,41.0
135385,24.4,41.0
137658,24.4,41.0
139931,24.4,41.0
142204,24.4,41.0
144477,24.4,41.0
146750,24.4,41.0
149023,24.4,41.0
151297,24.4,41.0
153570,24.4,41.0
155843,24.4,41.0
158116,24.4,41.0
160389,24.4,40.0
162663,24.4,40.0
164936,24.4,40.0
167209,24.4,40.0
169482,24.4,40.0
171756,24.4,40.0
174029,24.4,40.0
176302,24.4,40.0
178575,24.4,40.0
180848,24.4,40.0
183121,24.4,40.0
185394,24.4,40.0
187667,24.4,40.0
189940,24.4,40.0
192214,24.4,40.0
194486,24.4,40.0
196759,24.4,40.0
199032,24.4,40.0
201305,24.4,40.0
203578,24.4,40.0
205851,24.4,40.0
208124,24.4,40.0
210397,24.4,40.0
212670,24.4,40.0
214943,24.4,40.0
217217,24.4,40.0
219490,24.4,40.0
221763,24.4,40.0
224036,24.4,40.0
226309,24.4,40.0
228583,24.4,40.0
230856,24.4,40.0
233129,24.4,40.0
235402,24.4,40.0
237676,24.4,40.0
239949,24.4,40.0
242222,24.4,40.0
244495,24.4,40.0
246768,24.4,40.0
249041,24.4,40.0
251314,24.4,40.0
253587,24.4,40.0
255860,24.4,40.0
258134,24.4,40.0
260406,24.4,40.0
262679,24.4,40.0
264952,24.4,40.0
267225,24.4,40.0
269498,24.4,40.0
271771,24.4,40.0
274044,24.4,40.0
276317,24.4,40.0
278590,24.4,40.0
280863,24.4,40.0
283137,24.4,40.0
285410,24.4,40.0
287683,24.4,40.0
289956,24.4,40.0
292229,24.4,40.0
294503,24.4,40.0
296776,24.4,40.0
299049,24.4,40.0
301322,24.4,40.0
303596,24.4,40.0
305869,24.4,40.0
308142,24.4,40.0
310415,24.4,40.0
312688,24.4,40.0
314961,24.4,40.0
317234,24.4,40.0
319507,24.4,40.0
321780,24.4,40.0
324054,24.4,40.0
326326,24.4,40.0
328599,24.4,40.0
330872,24.4,40.0
333145,24.4,40.0
335418,24.4,40.0
337691,24.4,40.0
339964,24.4,40.0
342237,24.4,40.0
344510,24.4,40.0
346783,24.4,40.0
349057,24.4,40.0
351330,24.4,40.0
353603,24.4,40.0
355876,24.4,40.0
358149,24.4,40.0
360423,24.3,40.0
362696,24.3,40.0
364969,24.3,40.0
367242,24.3,40.0
369516,24.3,40.0
371789,24.3,40.0
374062,24.3,40.0
376335,24.3,40.0
378608,24.3,40.0
380881,24.3,40.0
383154,24.3,40.0
385427,24.3,40.0
387700,24.3,40.0
389974,24.3,40.0
392246,24.3,40.0
394519,24.3,40.0
396792,24.3,40.0
399065,24.3,40.0
401338,24.3,40.0
403611,24.3,40.0
405884,24.3,40.0
408157,24.3,40.0
410430,24.3,40.0
412703,24.3,40.0
414977,24.3,40.0
417250,24.3,40.0
419523,24.3,40.0
421796,24.3,40.0
424069,24.3,40.0
426343,24.3,40.0
428616,24.3,40.0
430889,24.3,40.0
433162,24.3,40.0
435436,24.3,40.0
437709,24.3,40.0
439982,24.3,40.0
442255,24.3,40.0
444528,24.3,40.0
446801,24.3,40.0
449074,24.3,40.0
451347,24.3,40.0
453620,24.3,40.0
455894,24.3,40.0
458166,24.3,40.0
460439,24.3,40.0
462712,24.3,40.0
464985,24.2,40.0
467258,24.2,40.0
469531,24.2,40.0
471804,24.2,40.0
474077,24.2,40.0
476350,24.2,40.0
478623,24.2,40.0
480897,24.2,40.0
483170,24.2,40.0
485443,24.2,40.0
487716,24.2,40.0
489989,24.2,40.0
492263,24.2,40.0
494536,24.2,40.0
496809,24.2,40.0
499082,24.2,40.0
501356,24.2,40.0
503629,24.2,40.0
505902,24.2,40.0
508175,24.2,40.0
510448,24.2,40.0
512721,24.2,40.0
514994,24.2,40.0
517267,24.2,40.0
519540,24.2,40.0
521814,24.2,40.0
524086,24.2,40.0
526359,24.2,40.0
528632,24.2,40.0
530905,24.2,40.0
533178,24.2,40.0
535451,24.2,40.0
537724,24.2,40.0
539997,24.2,40.0
542270,24.2,40.0
544543,24.2,40.0
546817,24.2,40.0
549090,24.2,40.0
551363,24.2,40.0
553636,24.2,40.0
555909,24.2,40.0
558183,24.2,40.0
560456,24.2,40.0
562729,24.2,40.0
565002,24.2,40.0
567276,24.1,40.0
569549,24.1,40.0
571822,24.1,40.0
574095,24.1,40.0
576368,24.1,40.0
578641,24.1,40.0
580914,24.1,40.0
583187,24.1,40.0
585460,24.1,40.0
587734,24.1,40.0
590006,24.1,40.0
592279,24.1,40.0
594552,24.1,40.0
596825,24.1,40.0
599098,24.1,40.0
601371,24.1,40.0
603644,24.1,40.0
605917,24.1,40.0
608190,24.1,40.0
610463,24.1,40.0
612737,24.1,40.0
615010,24.1,40.0
617283,24.1,40.0
619556,24.1,40.0
621829,24.1,40.0
624103,24.1,40.0
626376,24.1,40.0
628649,24.1,40.0
630922,24.1,40.0
633196,24.1,40.0
635469,24.1,40.0
637742,24.1,40.0
640015,24.1,40.0
642288,24.1,40.0
644561,24.1,40.0
646834,24.1,40.0
649107,24.1,40.0
651380,24.1,40.0
653654,24.1,40.0
655926,24.1,40.0
658199,24.1,40.0
660472,24.1,40.0
662745,24.1,40.0
665018,24.1,40.0
667291,24.1,40.0
669564,24.1,40.0
671837,24.1,40.0
674110,24.1,40.0
676383,24.0,40.0
678657,24.0,40.0
680930,24.0,40.0
683203,24.0,40.0
685476,24.0,40.0
687749,24.0,40.0
690023,24.0,40.0
692296,24.0,40.0
694569,24.0,40.0
696842,24.0,40.0
699116,24.0,40.0
701389,24.0,40.0
703662,24.0,40.0
705935,24.0,40.0
708208,24.0,40.0
710481,24.0,40.0
712754,24.0,40.0
715027,24.0,40.0
717300,24.0,40.0
719574,24.0,40.0
721846,24.0,40.0
724119,24.0,40.0
726392,24.0,40.0
728665,24.0,40.0
730938,24.0,40.0
733211,24.0,40.0
735484,24.0,40.0
737757,24.0,40.0
740030,24.0,40.0
742303,24.0,40.0
744577,24.0,40.0
746850,24.0,40.0
749123,24.0,40.0
751396,24.0,40.0
753669,24.0,40.0
755943,24.0,40.0
758216,24.0,40.0
760489,24.0,40.0
762762,24.0,40.0
765036,24.0,40.0
767309,24.0,40.0
769582,24.0,40.0
771855,24.0,40.0
774128,24.0,40.0
776401,24.0,40.0
778674,24.0,40.0
780947,24.0,40.0
783220,24.0,40.0
785494,24.0,40.0
787766,24.0,40.0
790039,24.0,40.0
792312,24.0,40.0
794585,23.9,40.0
796858,23.9,40.0
799131,24.0,40.0
801404,24.0,40.0
803677,24.0,40.0
805950,23.9,40.0
808223,23.9,40.0
810497,23.9,40.0
812770,23.9,40.0
815043,23.9,40.0
817316,23.9,40.0
819589,23.9,40.0
821863,23.9,40.0
824136,23.9,40.0
826409,23.9,40.0
